brand,fuel_type,engine_size,horsepower,price,city_mpg,highway_mpg,num_doors,body_style,drive_wheels,curb_weight
Plymouth,gas,1.4,82,14494,32,36,4,sedan,rwd,3571
Porsche,diesel,2.2,101,49009,21,29,4,wagon,rwd,2618
Mitsubishi,gas,2.3,133,14340,24,27,2,hatchback,rwd,2692
Plymouth,gas,3.2,243,42477,27,30,2,sedan,fwd,3500
BMW,gas,2.3,145,24041,28,36,4,sedan,fwd,2362
Honda,gas,1.6,97,42924,30,35,4,hardtop,rwd,3635
Ford,gas,3.3,82,8750,15,19,4,hardtop,rwd,2931
Toyota,diesel,1.9,127,47698,21,24,2,sedan,rwd,2403
Mitsubishi,diesel,3.2,187,9423,27,34,4,hatchback,rwd,2995
Porsche,gas,1.6,91,45193,32,35,2,hardtop,4wd,1828
Saab,gas,3.0,87,11910,28,34,2,sedan,rwd,3013
Renault,diesel,2.3,243,39056,19,29,2,hardtop,4wd,2197
Saab,diesel,1.8,121,5870,15,21,4,hardtop,fwd,2320
Mazda,diesel,3.0,96,31057,19,27,4,sedan,rwd,2354
Plymouth,diesel,3.1,145,35994,15,18,2,hatchback,4wd,2741
Renault,diesel,1.7,109,32617,18,23,2,wagon,rwd,2114
Plymouth,gas,3.3,135,39877,35,41,4,wagon,rwd,3328
Mercedes-Benz,gas,1.5,87,38068,28,38,2,sedan,fwd,2149
Volvo,gas,1.6,135,18096,29,37,2,hardtop,4wd,3451
Mercedes-Benz,diesel,1.6,165,14380,21,28,4,hardtop,fwd,2681
Porsche,diesel,1.5,94,9326,29,32,2,wagon,4wd,1587
Saab,gas,3.0,115,7248,19,25,4,hatchback,fwd,3971
Plymouth,diesel,2.4,138,9335,33,40,2,hardtop,rwd,3024
Toyota,gas,3.5,83,8124,22,31,4,hardtop,rwd,2305
Porsche,gas,2.6,148,42171,31,38,2,sedan,4wd,3673
Plymouth,diesel,3.0,94,6991,32,39,2,wagon,4wd,3653
Volvo,gas,2.5,241,31764,15,25,2,wagon,fwd,3739
Mazda,gas,2.8,118,10524,24,30,4,hatchback,rwd,1995
Saab,gas,1.7,204,11637,15,23,4,hatchback,4wd,2750
Ford,diesel,1.8,152,14972,29,33,4,hatchback,4wd,3431
Mitsubishi,gas,2.7,199,23819,15,23,2,sedan,4wd,2079
Mercedes-Benz,gas,3.4,150,21373,32,37,4,sedan,rwd,2742
Chevrolet,gas,1.6,214,29197,19,25,2,hatchback,rwd,1696
Nissan,diesel,3.1,243,34810,29,32,2,hatchback,4wd,1544
Volkswagen,gas,2.1,239,23083,17,23,4,sedan,rwd,3114
Ford,diesel,2.9,123,43562,29,34,4,hardtop,4wd,3339
Toyota,gas,2.7,119,17251,25,30,4,sedan,rwd,3932
Mercedes-Benz,gas,2.8,70,19438,24,31,2,hardtop,rwd,2552
Hyundai,diesel,2.9,215,49599,18,28,4,sedan,fwd,1789
Nissan,diesel,2.0,196,5496,28,36,2,wagon,rwd,2811
Mitsubishi,gas,2.0,225,5648,35,39,2,hardtop,4wd,1681
Dodge,gas,3.2,114,29936,30,38,2,hardtop,fwd,2784
BMW,gas,2.6,111,35337,30,38,4,hardtop,rwd,2903
Saab,gas,2.1,154,21419,27,33,2,hardtop,fwd,2934
Volvo,gas,1.6,150,47092,27,32,2,hardtop,rwd,2029
Hyundai,gas,1.4,223,45769,16,20,4,hatchback,rwd,2360
Honda,gas,2.3,145,13993,16,22,4,sedan,fwd,3819
Volkswagen,diesel,3.5,127,6544,28,31,2,sedan,fwd,2135
Dodge,gas,1.5,152,40142,18,23,2,sedan,fwd,3900
BMW,gas,1.5,135,11330,29,34,4,hatchback,rwd,2976
Mercedes-Benz,diesel,2.7,239,13677,31,41,4,wagon,4wd,3384
BMW,gas,3.4,179,17195,33,40,4,wagon,fwd,2348
Honda,diesel,2.0,74,33237,34,41,4,wagon,rwd,3983
Toyota,gas,2.5,198,30627,29,38,4,wagon,4wd,3892
BMW,diesel,1.7,171,13587,18,23,2,wagon,rwd,3355
Porsche,gas,1.5,96,48364,20,23,4,sedan,4wd,2383
Volvo,diesel,3.4,214,47661,16,19,2,sedan,rwd,1570
Audi,diesel,3.2,175,29321,16,23,4,hatchback,fwd,3768
Audi,diesel,2.7,104,11361,29,34,4,hardtop,4wd,1712
Porsche,gas,3.3,144,19944,34,43,2,hatchback,4wd,3042
Toyota,gas,1.6,106,26905,21,30,2,sedan,rwd,3146
Chevrolet,gas,1.7,245,7944,15,19,2,hardtop,fwd,3127
Plymouth,diesel,1.7,232,23664,25,35,2,sedan,4wd,2637
Mitsubishi,diesel,2.6,163,28869,32,37,4,hardtop,4wd,2543
Ford,gas,2.1,171,28053,29,39,2,hardtop,fwd,3149
Hyundai,gas,1.5,243,43684,23,32,4,sedan,4wd,1929
Saab,diesel,1.6,148,30305,29,33,2,hardtop,rwd,3755
Mazda,diesel,2.0,204,42017,21,25,4,sedan,rwd,2635
Volvo,gas,2.1,135,40354,23,28,4,sedan,rwd,2216
Porsche,diesel,3.4,127,42239,18,25,2,hardtop,rwd,1845
Volkswagen,diesel,2.0,83,24929,33,38,2,sedan,fwd,3853
BMW,gas,1.8,155,43332,23,30,4,hatchback,rwd,3972
Subaru,gas,1.6,213,47242,19,22,2,sedan,4wd,3204
Mercedes-Benz,gas,2.4,181,48687,30,39,4,hardtop,rwd,2289
Volvo,diesel,2.8,112,35985,28,36,2,wagon,rwd,2475
Porsche,diesel,2.9,210,15370,29,35,4,wagon,rwd,3482
Peugeot,gas,2.1,93,21579,29,35,2,hardtop,4wd,2458
Chevrolet,diesel,1.5,127,29872,31,40,4,hatchback,fwd,3887
Honda,diesel,2.4,98,36537,27,33,2,sedan,fwd,1971
Volvo,gas,2.1,176,31862,27,32,2,wagon,4wd,2793
Toyota,gas,3.0,70,20947,25,30,4,wagon,fwd,2748
Volvo,gas,3.1,103,26960,25,33,2,wagon,fwd,3532
Toyota,diesel,3.3,131,42748,21,30,4,wagon,rwd,2116
Subaru,diesel,3.0,101,16296,32,38,2,hardtop,4wd,3161
Audi,gas,2.6,180,39084,18,23,2,wagon,rwd,2036
BMW,gas,2.3,206,37342,31,35,2,sedan,4wd,2382
Honda,gas,3.4,95,31336,32,37,2,wagon,4wd,2188
Honda,diesel,3.0,237,21763,19,22,2,wagon,4wd,1928
Hyundai,diesel,2.7,187,11132,25,31,2,wagon,fwd,2744
Volvo,gas,3.1,181,41583,28,32,4,sedan,4wd,3428
Ford,gas,3.3,180,26119,26,36,4,sedan,fwd,3280
Toyota,gas,3.4,72,35205,20,26,4,sedan,fwd,3533
Audi,gas,2.8,122,34845,25,29,4,sedan,rwd,1606
Volvo,gas,1.6,111,15678,27,30,2,hardtop,4wd,2041
BMW,gas,3.1,128,48350,27,34,2,hardtop,4wd,3713
Chevrolet,diesel,1.4,101,9000,15,18,4,hatchback,4wd,2826
Volkswagen,gas,2.0,183,27566,21,26,2,hatchback,rwd,3724
Renault,diesel,2.4,153,31219,27,31,2,hatchback,fwd,1603
Toyota,gas,1.9,200,24151,18,23,2,hatchback,fwd,3916
Peugeot,diesel,2.1,130,7594,23,33,2,wagon,rwd,3188
Hyundai,diesel,2.7,197,28011,23,30,4,hardtop,4wd,3662
Dodge,gas,2.8,185,27804,25,31,4,sedan,fwd,2938
Porsche,diesel,2.8,125,39394,18,21,2,sedan,fwd,1515
Honda,diesel,1.7,134,29804,35,40,2,sedan,4wd,2778
Mazda,gas,1.6,186,17786,23,27,4,wagon,fwd,2027
Porsche,diesel,2.0,159,46162,22,25,4,wagon,rwd,3996
Mazda,gas,2.1,135,42195,22,29,4,hatchback,rwd,2099
Porsche,diesel,2.5,130,32816,26,33,4,hatchback,rwd,1982
Hyundai,gas,2.2,140,8473,35,38,2,hatchback,4wd,3868
Mercedes-Benz,diesel,3.5,218,33668,22,28,4,sedan,4wd,1786
Saab,diesel,2.3,138,48780,34,38,2,hatchback,4wd,3539
Dodge,gas,1.7,203,38984,15,21,4,hardtop,rwd,2761
Mitsubishi,gas,1.7,137,12744,15,24,2,wagon,rwd,2192
Mazda,diesel,3.1,161,32478,33,37,4,hatchback,4wd,1693
Ford,diesel,2.5,232,34802,20,25,2,hatchback,rwd,3922
Ford,gas,3.1,157,25904,33,36,2,sedan,fwd,2206
Hyundai,gas,2.9,191,39702,18,28,2,wagon,4wd,3643
Toyota,gas,3.4,168,42131,35,45,2,hatchback,4wd,3899
Nissan,diesel,1.5,138,48430,30,39,2,wagon,fwd,3797
Ford,gas,1.8,204,42317,27,30,2,wagon,fwd,3003
Plymouth,diesel,1.7,213,30843,19,26,4,wagon,4wd,1753
BMW,diesel,1.9,205,12505,33,38,4,sedan,rwd,2024
Audi,gas,3.5,196,24103,24,32,4,wagon,rwd,2603
Mercedes-Benz,diesel,3.1,221,8200,21,31,2,hardtop,rwd,2050
Mazda,diesel,2.3,214,16835,16,19,2,hatchback,fwd,3628
Subaru,diesel,2.8,106,45341,24,30,4,wagon,4wd,1824
Renault,diesel,1.8,199,5707,29,32,4,wagon,rwd,3750
Hyundai,diesel,3.3,241,31976,20,23,4,sedan,fwd,1621
Nissan,diesel,2.4,83,17674,35,45,2,hardtop,fwd,3551
Dodge,gas,2.3,102,24418,28,37,2,hatchback,rwd,3846
Mercedes-Benz,diesel,2.8,130,14899,26,31,2,hardtop,fwd,2504
Mercedes-Benz,gas,1.9,166,49093,17,22,4,hardtop,fwd,1637
Toyota,diesel,2.7,182,29239,15,25,2,wagon,fwd,1575
Honda,gas,3.4,131,11563,31,37,2,hatchback,rwd,3225
Subaru,gas,1.8,197,48438,33,38,4,hardtop,fwd,2501
Ford,diesel,3.1,144,49252,28,33,4,wagon,rwd,3898
Mercedes-Benz,diesel,3.3,207,45746,35,38,4,wagon,fwd,1735
Peugeot,gas,2.1,198,28833,29,38,4,hardtop,rwd,2472
Mercedes-Benz,gas,2.2,245,43206,24,34,2,wagon,4wd,3145
Dodge,gas,2.7,105,33097,21,30,4,sedan,rwd,2162
Renault,diesel,2.5,94,45000,33,36,4,wagon,rwd,2399
BMW,diesel,2.1,182,28896,27,33,2,wagon,rwd,3287
Peugeot,gas,1.8,149,14323,27,37,2,hardtop,rwd,2165
Volvo,gas,2.8,79,40588,21,28,4,sedan,4wd,3295
Ford,gas,2.0,100,48279,23,29,4,hatchback,4wd,1608
Audi,diesel,1.9,188,5803,26,34,2,sedan,rwd,2024
BMW,diesel,1.4,207,24313,19,24,4,wagon,4wd,1955
Volkswagen,gas,3.2,239,29032,34,37,4,hardtop,fwd,2456
Saab,gas,1.8,74,35885,21,31,4,sedan,fwd,1786
Dodge,diesel,1.4,100,43241,35,41,4,wagon,4wd,3891
Mercedes-Benz,gas,1.8,107,45656,23,31,2,hardtop,rwd,1824
Ford,gas,2.3,76,14181,30,38,2,hatchback,4wd,2332
Mercedes-Benz,diesel,3.1,166,47558,16,21,2,wagon,fwd,2193
Mazda,gas,1.5,142,30702,23,26,2,hardtop,fwd,3960
Dodge,diesel,2.7,169,18365,16,26,2,sedan,rwd,2871
Mazda,diesel,2.3,87,35656,21,30,4,hatchback,fwd,3558
Chevrolet,gas,2.6,76,22387,28,36,2,wagon,4wd,3024
Subaru,diesel,1.9,123,23246,25,33,4,wagon,rwd,3169
Mitsubishi,diesel,3.0,79,20207,29,32,2,wagon,4wd,3052
Subaru,diesel,3.1,144,31831,26,36,4,hardtop,fwd,3232
Volkswagen,diesel,3.3,86,9428,23,31,2,hatchback,fwd,2641
Mazda,gas,2.3,239,22088,24,27,2,hatchback,rwd,1771
Nissan,diesel,2.0,77,31412,27,32,2,wagon,4wd,3424
Hyundai,diesel,1.7,245,41543,27,34,4,wagon,rwd,2287
Chevrolet,gas,2.9,109,26144,35,40,4,wagon,4wd,1772
Ford,gas,1.6,129,15623,31,35,2,hatchback,fwd,3588
Toyota,diesel,2.1,174,21147,35,40,2,hatchback,fwd,3032
Mitsubishi,gas,1.6,203,29188,29,33,4,hardtop,fwd,2607
Hyundai,gas,1.6,112,8299,24,33,4,hatchback,fwd,2638
Saab,gas,2.5,80,25771,32,38,4,wagon,rwd,3673
Mitsubishi,diesel,2.3,203,17373,28,36,4,hardtop,fwd,1985
Saab,diesel,2.8,195,27285,30,33,2,wagon,fwd,3415
Mitsubishi,diesel,2.8,88,5260,31,35,2,sedan,fwd,3833
Mazda,gas,3.2,80,22741,27,35,2,wagon,4wd,3746
BMW,gas,2.0,109,6821,28,35,4,wagon,4wd,3810
Volvo,gas,2.6,152,44180,16,22,2,hardtop,rwd,3948
Saab,diesel,1.4,246,40419,20,30,4,hatchback,fwd,1943
Chevrolet,diesel,1.7,179,41147,25,33,4,hatchback,4wd,2094
Dodge,gas,1.8,85,24188,34,37,4,hardtop,fwd,1698
Dodge,diesel,2.4,117,13292,32,42,2,hardtop,fwd,2633
Mercedes-Benz,diesel,2.2,157,27549,27,30,2,wagon,fwd,2678
Subaru,gas,2.2,151,24420,30,35,2,hardtop,fwd,2138
Honda,diesel,2.2,156,34166,16,23,4,hatchback,4wd,3926
Nissan,gas,3.0,229,8795,35,39,4,hatchback,rwd,2785
Audi,gas,3.4,72,25605,29,37,2,hardtop,rwd,2260
Dodge,diesel,2.1,246,31583,30,35,2,wagon,rwd,2199
Chevrolet,gas,2.2,216,12188,25,29,4,hardtop,fwd,2981
Peugeot,gas,2.4,115,15626,27,31,4,hardtop,rwd,2263
BMW,diesel,2.0,216,21883,33,41,2,hatchback,fwd,2454
Renault,gas,2.1,206,13387,28,36,2,hatchback,rwd,3492
Audi,diesel,1.5,193,16143,15,19,4,hatchback,4wd,2862
Subaru,diesel,3.3,225,7277,33,37,4,hardtop,4wd,3216
Hyundai,diesel,2.3,199,7200,25,31,2,wagon,4wd,2426
Mazda,gas,2.6,212,24970,19,27,2,hardtop,fwd,2674
Ford,gas,3.1,162,23721,34,37,4,sedan,4wd,3245
Peugeot,diesel,2.0,106,42573,25,34,2,wagon,4wd,2758
Hyundai,diesel,2.1,95,10741,20,27,2,wagon,fwd,2615
Saab,diesel,1.9,132,35536,29,36,2,hatchback,fwd,3131
Audi,gas,1.8,243,5532,24,29,4,hatchback,fwd,1731
Dodge,gas,1.9,97,42721,25,34,2,hardtop,rwd,3450
Volvo,diesel,2.2,166,45993,26,32,2,sedan,rwd,1885
Chevrolet,diesel,2.8,103,44016,32,37,4,hardtop,4wd,3534
Subaru,diesel,1.7,113,41149,27,36,2,wagon,4wd,3367
BMW,diesel,2.9,181,8530,21,28,2,hardtop,4wd,3278
Mazda,diesel,1.9,78,42408,22,27,2,sedan,fwd,3499
Mitsubishi,diesel,1.7,71,17152,26,29,4,wagon,rwd,3745
Hyundai,gas,3.4,164,8195,25,30,4,hardtop,fwd,3057
Dodge,gas,3.4,70,16700,24,34,4,wagon,4wd,2281
Renault,diesel,2.5,139,28570,21,25,4,sedan,rwd,2265
Chevrolet,diesel,3.3,150,21263,15,23,2,hardtop,4wd,3864
Mercedes-Benz,diesel,1.6,142,46034,20,26,2,hardtop,fwd,3625
Honda,gas,2.0,174,19540,28,35,4,sedan,rwd,3280
Renault,diesel,1.4,170,17195,23,26,4,sedan,fwd,1547
Mercedes-Benz,diesel,2.3,95,22857,26,32,2,wagon,rwd,2426
Volkswagen,diesel,2.6,151,46889,24,34,2,hatchback,rwd,1537
Renault,gas,3.2,161,5280,29,34,2,sedan,rwd,2719
Chevrolet,gas,2.4,167,32814,22,30,2,sedan,rwd,3605
Toyota,diesel,3.0,199,33250,32,39,2,hatchback,fwd,3972
Honda,gas,2.8,86,46571,28,35,2,hardtop,fwd,1523
Audi,gas,2.8,90,38313,34,37,2,sedan,4wd,3684
Chevrolet,gas,2.0,172,36069,29,35,2,hatchback,4wd,3939
Plymouth,diesel,2.8,204,27683,24,27,2,hardtop,rwd,2334
Audi,gas,3.1,115,26202,19,25,2,hatchback,rwd,2554
Honda,diesel,1.8,165,46881,24,31,2,sedan,4wd,3277
Mazda,diesel,2.2,147,28558,32,41,2,hardtop,4wd,1975
Volkswagen,diesel,2.6,195,14444,17,26,2,sedan,rwd,3952
Nissan,diesel,2.5,165,15969,23,29,4,hardtop,rwd,2525
Plymouth,gas,2.8,101,9890,27,30,2,sedan,4wd,1770
Mercedes-Benz,gas,1.7,237,40097,28,31,2,sedan,4wd,2839
Volvo,diesel,2.5,147,41173,21,31,2,sedan,fwd,2354
Ford,diesel,3.0,209,32757,33,43,2,hatchback,fwd,3951
Porsche,diesel,1.6,124,21053,30,38,2,sedan,rwd,2093
Renault,gas,3.5,184,16333,29,36,4,wagon,4wd,2794
Mercedes-Benz,diesel,2.3,178,43366,17,27,4,hatchback,4wd,1665
Saab,diesel,3.1,104,13272,35,45,2,hatchback,4wd,2147
Saab,diesel,2.4,184,48325,31,34,4,sedan,rwd,2242
Hyundai,gas,2.8,205,28182,21,26,4,hatchback,4wd,1505
Plymouth,diesel,2.6,214,5781,35,44,2,wagon,4wd,3097
Saab,gas,1.4,226,5159,15,20,2,hatchback,fwd,3864
Volvo,gas,2.7,112,15301,25,30,4,hardtop,rwd,1988
Chevrolet,gas,2.8,138,47427,29,39,2,wagon,rwd,2449
Plymouth,gas,2.2,192,11691,25,33,4,wagon,fwd,2997
Subaru,gas,3.4,175,16907,28,33,4,sedan,rwd,3879
Honda,diesel,2.4,128,12809,31,37,4,wagon,fwd,1928
Honda,diesel,2.8,210,19660,15,25,2,wagon,fwd,2875
Honda,gas,2.9,102,48605,17,21,4,hatchback,rwd,3379
Renault,gas,1.9,142,18205,21,29,4,wagon,rwd,2752
Mitsubishi,diesel,1.8,138,40463,24,30,2,wagon,fwd,3471
Nissan,gas,2.8,160,38431,22,26,4,sedan,fwd,2597
Saab,gas,2.9,216,8340,21,30,4,hardtop,rwd,3176
Peugeot,diesel,1.7,72,9957,15,22,2,sedan,rwd,2952
Nissan,gas,1.6,145,22930,21,31,2,hardtop,fwd,1789
Honda,diesel,2.7,189,28986,27,34,2,wagon,fwd,2582
Volvo,diesel,3.2,247,40763,17,22,4,hardtop,rwd,3054
Ford,gas,2.8,149,13873,22,27,4,hardtop,rwd,3800
Plymouth,gas,3.3,180,6671,23,29,4,hatchback,4wd,3306
Hyundai,diesel,2.4,179,27168,29,35,2,hardtop,4wd,3880
Nissan,diesel,1.4,130,40140,22,27,4,hatchback,4wd,3799
Plymouth,diesel,2.8,87,36803,26,33,4,sedan,4wd,2414
Renault,gas,2.7,148,5820,30,33,4,sedan,4wd,1992
Peugeot,gas,2.4,156,39594,24,33,2,wagon,rwd,1996
Mercedes-Benz,diesel,3.1,175,38583,21,31,4,hardtop,fwd,3619
Volkswagen,diesel,2.9,101,47271,19,22,2,hatchback,rwd,3439
Toyota,gas,2.5,107,34150,34,43,4,wagon,4wd,2922
Peugeot,diesel,1.7,148,12163,34,37,4,wagon,4wd,2818
Dodge,gas,2.2,151,37190,33,39,4,hardtop,4wd,3101
Porsche,gas,2.5,174,31570,25,29,4,wagon,fwd,2065
Peugeot,diesel,2.2,109,29337,28,38,4,hatchback,fwd,2723
Mercedes-Benz,diesel,2.5,236,19300,19,23,4,wagon,rwd,1914
Porsche,gas,3.1,197,11939,17,26,4,hardtop,rwd,1547
Mitsubishi,diesel,1.9,70,19221,35,39,4,wagon,4wd,2001
Hyundai,diesel,2.4,195,30497,15,22,2,wagon,rwd,1664
Peugeot,diesel,1.6,140,14007,21,29,4,hatchback,fwd,3588
Subaru,gas,2.8,248,35335,26,31,2,sedan,rwd,1903
Mazda,gas,2.6,78,5706,15,24,2,hardtop,fwd,1963
Peugeot,gas,1.5,112,13240,28,38,4,hardtop,fwd,2219
Subaru,gas,1.6,170,48614,23,29,4,hatchback,4wd,3808
Peugeot,diesel,3.2,193,10637,31,37,4,hatchback,rwd,3741
Peugeot,diesel,2.1,231,31325,16,21,2,sedan,4wd,3330
Nissan,diesel,3.4,120,37181,20,30,4,wagon,4wd,1550
Nissan,gas,1.9,143,5152,30,40,2,hardtop,rwd,3024
Mitsubishi,diesel,3.3,227,6523,15,22,4,sedan,4wd,1787
Volkswagen,gas,2.6,108,26672,18,27,2,hatchback,4wd,3802
Renault,gas,3.0,165,41061,21,30,2,hardtop,rwd,2608
Peugeot,gas,2.4,163,41462,32,42,4,wagon,4wd,3268
Volvo,diesel,3.0,245,5395,32,39,4,hatchback,fwd,1642
Honda,diesel,1.6,219,12293,17,23,4,hardtop,rwd,3848
Ford,gas,2.3,221,29385,30,35,4,hatchback,rwd,3452
Hyundai,gas,2.4,73,49143,21,28,2,hardtop,rwd,1852
Subaru,diesel,2.7,99,5725,21,25,4,hatchback,4wd,3948
Honda,gas,2.3,110,15718,19,23,2,wagon,fwd,2592
Toyota,gas,3.3,151,39024,19,22,2,sedan,fwd,2619
Honda,diesel,2.1,209,43188,21,28,2,hatchback,fwd,3826
Audi,gas,3.3,166,13407,33,38,2,hatchback,rwd,2527
Mitsubishi,gas,1.7,162,44805,19,28,2,hardtop,fwd,1909
Mitsubishi,diesel,1.6,84,29534,23,32,4,hardtop,fwd,1716
Peugeot,gas,2.3,121,41186,22,28,2,sedan,rwd,2302
Saab,diesel,2.1,154,13777,16,24,2,hardtop,rwd,3468
Mercedes-Benz,diesel,2.7,203,30954,34,42,4,hardtop,rwd,3628
Subaru,gas,3.3,130,34609,20,27,2,hatchback,4wd,3579
Porsche,diesel,2.5,89,41509,32,41,4,wagon,rwd,2777
Saab,gas,2.5,202,38682,24,32,2,sedan,4wd,3952
BMW,diesel,1.7,190,11845,16,26,2,hatchback,rwd,2383
Honda,gas,2.9,215,28297,31,35,2,hardtop,rwd,1645
Mercedes-Benz,diesel,3.0,167,7005,25,32,4,hardtop,rwd,3514
Volvo,gas,3.3,153,17876,28,36,4,hardtop,fwd,3880
Porsche,diesel,2.6,151,29930,20,29,2,wagon,fwd,1888
Plymouth,diesel,2.1,193,7238,27,35,2,sedan,rwd,2451
Ford,gas,2.0,117,8935,20,23,4,hardtop,rwd,3833
Mercedes-Benz,gas,2.7,122,47332,34,41,2,wagon,4wd,1750
Honda,gas,3.1,128,27797,28,34,2,hatchback,fwd,1599
Toyota,gas,2.8,185,34382,23,33,4,sedan,rwd,2215
Volvo,gas,2.9,213,14721,19,25,2,hatchback,4wd,3491
Mercedes-Benz,diesel,2.7,80,39481,30,36,2,hatchback,4wd,2776
Mazda,diesel,1.9,223,38072,25,32,4,wagon,rwd,2955
Subaru,gas,3.3,119,18811,16,21,4,hatchback,fwd,3658
Honda,gas,3.4,161,30021,17,24,2,hardtop,4wd,1622
Mitsubishi,gas,2.8,114,37742,28,33,2,hatchback,4wd,1652
Renault,diesel,3.0,182,46389,15,21,2,sedan,rwd,2853
Mitsubishi,diesel,2.6,167,41603,35,41,4,hatchback,fwd,3375
Saab,gas,2.2,223,31362,25,33,4,hatchback,4wd,2063
Mitsubishi,gas,2.3,130,43949,30,36,4,hardtop,4wd,2725
Mitsubishi,diesel,2.3,144,42483,17,22,2,hatchback,fwd,2452
Dodge,diesel,3.2,138,16146,31,38,2,hardtop,fwd,2757
Mazda,gas,2.1,230,45637,35,45,2,sedan,4wd,1588
Chevrolet,gas,1.5,119,22131,16,26,4,hardtop,4wd,2312
Mercedes-Benz,gas,2.6,190,14022,34,43,4,wagon,4wd,1731
Mercedes-Benz,gas,2.0,211,22554,26,35,4,hatchback,rwd,1824
Subaru,diesel,2.4,211,18798,26,32,2,sedan,fwd,3218
Hyundai,gas,2.7,101,35428,25,31,4,sedan,4wd,3694
Toyota,gas,2.4,235,6890,30,33,2,hatchback,4wd,3685
Volkswagen,gas,2.1,118,28978,20,27,4,sedan,rwd,3864
Dodge,diesel,3.0,228,42038,29,35,2,hatchback,4wd,3669
Dodge,diesel,1.5,72,35552,25,29,4,wagon,rwd,1923
BMW,gas,2.6,166,42010,15,25,4,wagon,4wd,2675
Mitsubishi,diesel,2.2,89,25528,27,36,2,wagon,rwd,3032
BMW,diesel,2.2,185,37570,20,24,2,sedan,4wd,2577
Volkswagen,gas,1.9,176,9777,26,32,4,sedan,4wd,3726
Dodge,diesel,2.5,107,20460,20,25,2,hardtop,fwd,3340
Porsche,gas,1.4,138,43916,30,35,4,sedan,fwd,3193
Saab,gas,1.7,171,27142,17,26,4,sedan,rwd,3737
Chevrolet,gas,2.7,219,33389,30,39,2,hatchback,rwd,1726
Plymouth,diesel,2.1,129,14817,24,31,4,hatchback,rwd,3844
Ford,gas,3.0,183,48222,20,29,4,hardtop,4wd,2948
Chevrolet,gas,1.9,116,23830,17,21,2,sedan,fwd,1937
Subaru,gas,2.2,137,49376,34,39,4,hardtop,4wd,2926
Honda,gas,2.1,82,43393,25,30,2,sedan,4wd,3530
Mitsubishi,diesel,2.4,122,47525,27,30,4,hardtop,fwd,1541
Audi,diesel,2.7,172,5159,32,36,2,hardtop,4wd,1997
Plymouth,gas,1.4,175,40243,16,20,4,wagon,rwd,3459
Volkswagen,gas,1.6,114,29016,15,23,2,hardtop,fwd,3743
Volkswagen,gas,2.4,207,42636,18,22,4,hardtop,fwd,2744
Volkswagen,gas,1.5,151,17109,18,22,4,sedan,rwd,2903
Honda,gas,1.6,88,38226,25,29,4,hatchback,rwd,2118
Saab,gas,2.5,199,30528,35,38,4,hatchback,4wd,2255
Saab,gas,1.5,189,42414,30,37,4,hardtop,4wd,3595
Volvo,gas,1.7,102,10950,31,36,2,wagon,4wd,3350
Dodge,diesel,1.4,153,6481,16,25,4,sedan,rwd,3625
Peugeot,gas,2.8,103,15323,33,41,2,hardtop,4wd,3043
Honda,diesel,3.0,175,8803,22,26,4,hatchback,rwd,2469
Hyundai,diesel,2.8,219,22626,18,22,2,hardtop,4wd,2014
Subaru,gas,1.5,86,13823,17,22,2,sedan,rwd,2500
Toyota,diesel,3.4,230,37379,35,41,2,hardtop,fwd,3613
Mercedes-Benz,diesel,2.9,88,36235,15,24,2,hatchback,4wd,3823
Dodge,gas,3.3,208,7431,23,31,2,hatchback,4wd,2907
Chevrolet,gas,1.8,145,44294,22,28,2,wagon,fwd,3772
Mitsubishi,diesel,3.3,76,38746,34,40,4,hatchback,fwd,3190
Hyundai,diesel,1.5,163,21467,28,33,2,sedan,fwd,2886
Nissan,gas,2.9,224,20833,25,32,4,hardtop,4wd,1739
Porsche,gas,1.5,153,12133,28,38,2,sedan,fwd,3579
Renault,diesel,1.5,223,41709,25,35,2,sedan,rwd,2776
Volvo,gas,1.5,188,12547,33,37,4,hatchback,rwd,3470
Hyundai,diesel,2.0,175,18373,29,33,2,hardtop,rwd,2650
BMW,diesel,2.2,190,23142,16,19,4,hardtop,rwd,2171
Renault,diesel,2.7,239,36195,15,18,2,hardtop,fwd,2949
Honda,diesel,3.0,80,9382,22,30,4,sedan,fwd,1516
Plymouth,gas,1.9,155,39205,35,38,2,hardtop,fwd,2817
Plymouth,gas,2.4,196,29122,32,41,4,hardtop,rwd,3815
Toyota,diesel,2.8,74,31627,34,44,2,hatchback,fwd,3690
BMW,gas,2.4,191,16107,31,35,2,hatchback,4wd,2430
Mercedes-Benz,diesel,2.8,194,37159,29,35,2,hardtop,4wd,3834
Nissan,diesel,3.1,140,7988,34,37,4,sedan,fwd,3533
Chevrolet,gas,3.1,97,18453,32,41,2,sedan,fwd,1900
Subaru,diesel,2.9,100,36770,22,32,2,hatchback,rwd,3031
Plymouth,gas,2.6,212,17542,18,23,4,hatchback,rwd,3221
Nissan,diesel,2.4,99,7012,26,34,2,hardtop,4wd,1580
Porsche,gas,1.5,95,14743,17,24,4,sedan,rwd,2567
Volkswagen,diesel,1.9,131,6647,29,33,2,wagon,4wd,1941
Ford,diesel,2.5,104,15941,28,38,2,hardtop,rwd,3455
Peugeot,gas,1.9,198,6904,16,25,2,wagon,4wd,2442
Honda,diesel,2.4,197,36977,32,35,2,sedan,rwd,3347
